Fecha,Magnitud,Epicentro,Periodo,Mes,Mes_num,Entidad,Magnitud_cats
2018-06-10,4.1,"75 km al SUR de SALINA CRUZ, OAX",2018,jun,6,OAX,4 a 4.9
2018-06-10,4.3,"19 km al SURESTE de S PEDRO POCHUTLA, OAX",2018,jun,6,OAX,4 a 4.9
2018-06-10,4,"117 km al SUROESTE de CD HIDALGO, CHIS",2018,jun,6,CHIS,4 a 4.9
2018-06-10,4,"9 km al SURESTE de PINOTEPA NACIONAL, OAX",2018,jun,6,OAX,4 a 4.9
2018-06-10,4,"64 km al NOROESTE de CINTALAPA, CHIS",2018,jun,6,CHIS,4 a 4.9
2018-06-10,4,"32 km al NOROESTE de LAS MARGARITAS, CHIS",2018,jun,6,CHIS,4 a 4.9
2018-06-10,4.1,"135 km al SUROESTE de TONALA, CHIS",2018,jun,6,CHIS,4 a 4.9
2018-06-10,4.2,"85 km al NORESTE de JUAN ALDAMA, CHIH",2018,jun,6,CHIH,4 a 4.9
2018-06-10,4,"23 km al SUROESTE de CD ALTAMIRANO, GRO",2018,jun,6,GRO,4 a 4.9
2018-06-11,4,"36 km al SUR de MAPASTEPEC, CHIS",2018,jun,6,CHIS,4 a 4.9
2018-06-11,4,"83 km al SUR de PETATLAN, GRO",2018,jun,6,GRO,4 a 4.9
2018-06-11,4.1,"84 km al SUROESTE de TAPACHULA, CHIS",2018,jun,6,CHIS,4 a 4.9
2018-06-11,4,"21 km al NORESTE de ZIHUATANEJO, GRO",2018,jun,6,GRO,4 a 4.9
2018-06-11,4.2,"34 km al SUR de SALINA CRUZ, OAX",2018,jun,6,OAX,4 a 4.9
2018-06-11,4.1,"145 km al ESTE de FRONTERA COMALAPA, CHIS",2018,jun,6,CHIS,4 a 4.9
2018-06-11,4.5,"33 km al SUR de SALINA CRUZ, OAX",2018,jun,6,OAX,4 a 4.9
2018-06-11,4,"42 km al SUR de SALINA CRUZ, OAX",2018,jun,6,OAX,4 a 4.9
2018-06-11,4.7,"30 km al SUR de SALINA CRUZ, OAX",2018,jun,6,OAX,4 a 4.9
2018-06-11,4.2,"31 km al SURESTE de SALINA CRUZ, OAX",2018,jun,6,OAX,4 a 4.9
2018-06-11,4,"38 km al SURESTE de SALINA CRUZ, OAX",2018,jun,6,OAX,4 a 4.9
2018-06-12,4.1,"24 km al SURESTE de MATIAS ROMERO, OAX",2018,jun,6,OAX,4 a 4.9
2018-06-12,4.1,"12 km al SUR de PINOTEPA NACIONAL, OAX",2018,jun,6,OAX,4 a 4.9
2018-06-12,4.5,"89 km al SUROESTE de AHOME, SIN",2018,jun,6,SIN,4 a 4.9
2018-06-12,4.3,"123 km al SUROESTE de TONALA, CHIS",2018,jun,6,CHIS,4 a 4.9
2018-06-12,4,"75 km al OESTE de AHOME, SIN",2018,jun,6,SIN,4 a 4.9
2018-06-12,4,"90 km al SUROESTE de AHOME, SIN",2018,jun,6,SIN,4 a 4.9
2018-06-12,4,"25 km al SUROESTE de ARCELIA, GRO",2018,jun,6,GRO,4 a 4.9
2018-06-13,4.5,"204 km al SUROESTE de PIJIJIAPAN, CHIS",2018,jun,6,CHIS,4 a 4.9
2018-06-13,4,"46 km al SUROESTE de CD HIDALGO, CHIS",2018,jun,6,CHIS,4 a 4.9
2018-06-13,4.5,"91 km al SUROESTE de CD HIDALGO, CHIS",2018,jun,6,CHIS,4 a 4.9
2018-06-13,4,"136 km al SUROESTE de PIJIJIAPAN, CHIS",2018,jun,6,CHIS,4 a 4.9
2018-06-13,4.1,"28 km al SURESTE de CD LAZARO CARDENAS, MICH",2018,jun,6,MICH,4 a 4.9
2018-06-13,4,"11 km al NOROESTE de CD HIDALGO, CHIS",2018,jun,6,CHIS,4 a 4.9
2018-06-14,4,"14 km al SUR de TAPACHULA, CHIS",2018,jun,6,CHIS,4 a 4.9
2018-06-14,4.1,"9 km al SUR de UNION HIDALGO, OAX",2018,jun,6,OAX,4 a 4.9
2018-06-14,4,"151 km al SUROESTE de MAPASTEPEC, CHIS",2018,jun,6,CHIS,4 a 4.9
2018-06-14,4,"29 km al SUR de EMILIANO ZAPATA, TAB",2018,jun,6,TAB,4 a 4.9
2018-06-14,4.1,"20 km al SURESTE de PINOTEPA NACIONAL, OAX",2018,jun,6,OAX,4 a 4.9
2018-06-14,4,"11 km al NOROESTE de ARRIAGA , CHIS",2018,jun,6,CHIS,4 a 4.9
2018-06-14,4,"19 km al SUR de CRUCECITA, OAX",2018,jun,6,OAX,4 a 4.9
2018-06-15,4,"35 km al NOROESTE de TEHUANTEPEC, OAX",2018,jun,6,OAX,4 a 4.9
2018-06-15,4.1,"97 km al SUROESTE de CD HIDALGO, CHIS",2018,jun,6,CHIS,4 a 4.9
2018-06-15,4,"14 km al SUROESTE de CD IXTEPEC, OAX",2018,jun,6,OAX,4 a 4.9
2018-06-15,4.2,"63 km al SUR de SALINA CRUZ, OAX",2018,jun,6,OAX,4 a 4.9
2018-06-15,4,"56 km al SUR de SALINA CRUZ, OAX",2018,jun,6,OAX,4 a 4.9
2018-06-15,4,"55 km al SUR de J RODRIGUEZ CLARA, VER",2018,jun,6,VER,4 a 4.9
2018-06-15,4.1,"94 km al SURESTE de SALINA CRUZ, OAX",2018,jun,6,OAX,4 a 4.9
2018-06-15,4.4,"49 km al SUR de SALINA CRUZ, OAX",2018,jun,6,OAX,4 a 4.9
2018-06-15,4.2,"72 km al SURESTE de SALINA CRUZ, OAX",2018,jun,6,OAX,4 a 4.9
2018-06-15,4,"9 km al SUROESTE de PINOTEPA NACIONAL, OAX",2018,jun,6,OAX,4 a 4.9
2018-06-16,4.1,"66 km al SURESTE de SALINA CRUZ, OAX",2018,jun,6,OAX,4 a 4.9
2018-06-16,4,"131 km al SUROESTE de TONALA, CHIS",2018,jun,6,CHIS,4 a 4.9
2018-06-16,4,"99 km al SURESTE de SALINA CRUZ, OAX",2018,jun,6,OAX,4 a 4.9
2018-06-16,4.2,"133 km al SUR de TECOMAN, COL",2018,jun,6,COL,4 a 4.9
2018-06-16,4.2,"43 km al NORESTE de SAN MARCOS, GRO",2018,jun,6,GRO,4 a 4.9
2018-06-16,4.1,"56 km al SURESTE de CRUCECITA, OAX",2018,jun,6,OAX,4 a 4.9
2018-06-16,4,"11 km al SUROESTE de CD IXTEPEC, OAX",2018,jun,6,OAX,4 a 4.9
2018-06-16,4.1,"83 km al SUR de PUERTO ESCONDIDO, OAX",2018,jun,6,OAX,4 a 4.9
2018-06-16,4.7,"36 km al NOROESTE de SAN MARCOS, GRO",2018,jun,6,GRO,4 a 4.9
2018-06-16,4.6,"114 km al SUROESTE de PUERTO PEÑASCO, SON",2018,jun,6,SON,4 a 4.9
2018-06-16,4.2,"111 km al SUROESTE de PUERTO PEÑASCO, SON",2018,jun,6,SON,4 a 4.9
2018-06-17,4.4,"32 km al SURESTE de J RODRIGUEZ CLARA, VER",2018,jun,6,VER,4 a 4.9
2018-06-17,4.1,"34 km al SUR de SALINA CRUZ, OAX",2018,jun,6,OAX,4 a 4.9
2018-06-17,4.1,"36 km al SUR de SALINA CRUZ, OAX",2018,jun,6,OAX,4 a 4.9
2018-06-17,4.1,"12 km al SUR de PINOTEPA NACIONAL, OAX",2018,jun,6,OAX,4 a 4.9
2018-06-17,4.3,"31 km al SUROESTE de TONALA, CHIS",2018,jun,6,CHIS,4 a 4.9
2018-06-17,4,"76 km al SURESTE de SALINA CRUZ, OAX",2018,jun,6,OAX,4 a 4.9
2018-06-17,4.2,"71 km al SUROESTE de OMETEPEC, GRO",2018,jun,6,GRO,4 a 4.9
2018-06-17,4.1,"65 km al SURESTE de SALINA CRUZ, OAX",2018,jun,6,OAX,4 a 4.9
2018-06-17,4.1,"41 km al NORTE de MATIAS ROMERO, OAX",2018,jun,6,OAX,4 a 4.9
2018-06-17,4.1,"124 km al SUROESTE de TONALA, CHIS",2018,jun,6,CHIS,4 a 4.9
2018-06-17,4,"36 km al ESTE de MATIAS ROMERO, OAX",2018,jun,6,OAX,4 a 4.9
2018-06-18,4,"20 km al SUROESTE de SALINA CRUZ, OAX",2018,jun,6,OAX,4 a 4.9
2018-06-18,4,"129 km al SUROESTE de TONALA, CHIS",2018,jun,6,CHIS,4 a 4.9
2018-06-18,4,"19 km al NOROESTE de PUERTO ESCONDIDO, OAX",2018,jun,6,OAX,4 a 4.9
2018-06-18,4.1,"42 km al NORTE de RIO GRANDE, OAX",2018,jun,6,OAX,4 a 4.9
2018-06-18,4,"25 km al SURESTE de SALINA CRUZ, OAX",2018,jun,6,OAX,4 a 4.9
2018-06-18,4.2,"32 km al SURESTE de MINATITLAN, VER",2018,jun,6,VER,4 a 4.9
2018-06-18,4,"59 km al SUROESTE de TONALA, CHIS",2018,jun,6,CHIS,4 a 4.9
2018-06-18,4,"22 km al SURESTE de PINOTEPA NACIONAL, OAX",2018,jun,6,OAX,4 a 4.9
2018-06-18,4.2,"20 km al SUROESTE de HUIXTLA, CHIS",2018,jun,6,CHIS,4 a 4.9
2018-06-18,4,"128 km al SUROESTE de TONALA, CHIS",2018,jun,6,CHIS,4 a 4.9
2018-06-18,4,"13 km al OESTE de RIO GRANDE, OAX",2018,jun,6,OAX,4 a 4.9
2018-06-18,4.1,"286 km al SUROESTE de PUERTO VALLARTA, JAL",2018,jun,6,JAL,4 a 4.9
2018-06-19,4,"127 km al SUROESTE de TONALA, CHIS",2018,jun,6,CHIS,4 a 4.9
2018-06-19,4.1,"138 km al SUROESTE de TONALA, CHIS",2018,jun,6,CHIS,4 a 4.9
2018-06-19,4,"75 km al SUROESTE de CIHUATLAN, JAL",2018,jun,6,JAL,4 a 4.9
2018-06-19,4.1,"59 km al SUR de SALINA CRUZ, OAX",2018,jun,6,OAX,4 a 4.9
2018-06-19,4,"49 km al SUROESTE de PINOTEPA NACIONAL, OAX",2018,jun,6,OAX,4 a 4.9
2018-06-19,4.1,"40 km al OESTE de TEHUANTEPEC, OAX",2018,jun,6,OAX,4 a 4.9
2018-06-19,4,"13 km al SUROESTE de CD IXTEPEC, OAX",2018,jun,6,OAX,4 a 4.9
2018-06-19,4.2,"16 km al SUROESTE de JUCHITAN DE ZARAGOZA, OAX",2018,jun,6,OAX,4 a 4.9
2018-06-19,4,"25 km al NOROESTE de MATIAS ROMERO, OAX",2018,jun,6,OAX,4 a 4.9
2018-06-19,4.2,"46 km al SUR de CD HIDALGO, CHIS",2018,jun,6,CHIS,4 a 4.9
2018-06-19,4.4,"6 km al SUROESTE de CD IXTEPEC, OAX",2018,jun,6,OAX,4 a 4.9
2018-06-19,4,"113 km al SUROESTE de CD HIDALGO, CHIS",2018,jun,6,CHIS,4 a 4.9
2018-06-19,4.4,"15 km al SUR de PINOTEPA NACIONAL, OAX",2018,jun,6,OAX,4 a 4.9
2018-06-20,4,"33 km al SUR de SALINA CRUZ, OAX",2018,jun,6,OAX,4 a 4.9
2018-06-20,4,"7 km al NOROESTE de JUCHITAN DE ZARAGOZA, OAX",2018,jun,6,OAX,4 a 4.9
2018-06-20,4,"29 km al SUROESTE de OMETEPEC, GRO",2018,jun,6,GRO,4 a 4.9
2018-06-20,4,"4 km al SUR de CD IXTEPEC, OAX",2018,jun,6,OAX,4 a 4.9
2018-06-20,4.1,"69 km al SUR de SALINA CRUZ, OAX",2018,jun,6,OAX,4 a 4.9
2018-06-20,4,"91 km al SURESTE de SAN FELIPE, BC",2018,jun,6,BC,4 a 4.9
2018-06-20,4,"13 km al OESTE de SALINA CRUZ, OAX",2018,jun,6,OAX,4 a 4.9
2018-06-20,4.3,"54 km al SUROESTE de HUIXTLA, CHIS",2018,jun,6,CHIS,4 a 4.9
2018-06-20,4.3,"34 km al NOROESTE de MATIAS ROMERO, OAX",2018,jun,6,OAX,4 a 4.9
2018-06-20,4,"24 km al SURESTE de MATIAS ROMERO, OAX",2018,jun,6,OAX,4 a 4.9
2018-06-20,4,"64 km al SURESTE de SAN FELIPE, BC",2018,jun,6,BC,4 a 4.9
2018-06-20,4.2,"85 km al SURESTE de SALINA CRUZ, OAX",2018,jun,6,OAX,4 a 4.9
2018-06-21,4,"133 km al SUROESTE de TONALA, CHIS",2018,jun,6,CHIS,4 a 4.9
2018-06-21,4.2,"60 km al SUR de COALCOMAN, MICH",2018,jun,6,MICH,4 a 4.9
2018-06-21,4.1,"81 km al SURESTE de CRUCECITA, OAX",2018,jun,6,OAX,4 a 4.9
2018-06-21,4,"125 km al SURESTE de SALINA CRUZ, OAX",2018,jun,6,OAX,4 a 4.9
2018-06-21,4.3,"108 km al SURESTE de SALINA CRUZ, OAX",2018,jun,6,OAX,4 a 4.9
2018-06-21,4,"48 km al SURESTE de H TLAXIACO, OAX",2018,jun,6,OAX,4 a 4.9
2018-06-21,4.1,"64 km al SURESTE de SALINA CRUZ, OAX",2018,jun,6,OAX,4 a 4.9
2018-06-21,4,"16 km al SUROESTE de CD IXTEPEC, OAX",2018,jun,6,OAX,4 a 4.9
2018-06-21,4.1,"178 km al SUROESTE de PIJIJIAPAN, CHIS",2018,jun,6,CHIS,4 a 4.9
2018-06-21,4.1,"29 km al OESTE de PINOTEPA NACIONAL, OAX",2018,jun,6,OAX,4 a 4.9
2018-06-21,4.1,"98 km al SUROESTE de TONALA, CHIS",2018,jun,6,CHIS,4 a 4.9
2018-06-22,4.1,"132 km al ESTE de LA PAZ, BCS",2018,jun,6,BCS,4 a 4.9
2018-06-22,4.1,"9 km al SUROESTE de CD IXTEPEC, OAX",2018,jun,6,OAX,4 a 4.9
2018-06-22,4.1,"10 km al OESTE de JUCHITAN DE ZARAGOZA, OAX",2018,jun,6,OAX,4 a 4.9
2018-06-22,4,"98 km al SUROESTE de CD HIDALGO, CHIS",2018,jun,6,CHIS,4 a 4.9
2018-06-22,4.1,"113 km al SURESTE de SALINA CRUZ, OAX",2018,jun,6,OAX,4 a 4.9
2018-06-22,4,"18 km al NOROESTE de CD IXTEPEC, OAX",2018,jun,6,OAX,4 a 4.9
2018-06-22,4.1,"138 km al SUROESTE de TONALA, CHIS",2018,jun,6,CHIS,4 a 4.9
2018-06-22,4.1,"103 km al SUROESTE de CD HIDALGO, CHIS",2018,jun,6,CHIS,4 a 4.9
2018-06-22,4.1,"136 km al SUROESTE de TONALA, CHIS",2018,jun,6,CHIS,4 a 4.9
2018-06-22,4.1,"135 km al SURESTE de CRUCECITA, OAX",2018,jun,6,OAX,4 a 4.9
2018-06-22,4,"29 km al SURESTE de SAYULA DE ALEMAN, VER",2018,jun,6,VER,4 a 4.9
2018-06-22,4,"3 km al SUR de CD IXTEPEC, OAX",2018,jun,6,OAX,4 a 4.9
2018-06-23,4,"13 km al SUROESTE de PINOTEPA NACIONAL, OAX",2018,jun,6,OAX,4 a 4.9
2018-06-23,4,"95 km al SURESTE de SALINA CRUZ, OAX",2018,jun,6,OAX,4 a 4.9
2018-06-23,4.2,"53 km al OESTE de CIHUATLAN, JAL",2018,jun,6,JAL,4 a 4.9
2018-06-23,4,"88 km al SURESTE de SALINA CRUZ, OAX",2018,jun,6,OAX,4 a 4.9
2018-06-23,4,"112 km al SURESTE de SALINA CRUZ, OAX",2018,jun,6,OAX,4 a 4.9
2018-06-23,4,"54 km al SUROESTE de PIJIJIAPAN, CHIS",2018,jun,6,CHIS,4 a 4.9
2018-06-23,4,"139 km al SUROESTE de TONALA, CHIS",2018,jun,6,CHIS,4 a 4.9
2018-06-23,4,"103 km al SUROESTE de TONALA, CHIS",2018,jun,6,CHIS,4 a 4.9
2018-06-23,4,"46 km al NORESTE de COYUCA DE BENITEZ, GRO",2018,jun,6,GRO,4 a 4.9
2018-06-24,4.3,"124 km al SURESTE de SALINA CRUZ, OAX",2018,jun,6,OAX,4 a 4.9
2018-06-24,4.3,"6 km al NOROESTE de TECOMAN, COL",2018,jun,6,COL,4 a 4.9
2018-06-24,4.5,"61 km al SUR de SALINA CRUZ, OAX",2018,jun,6,OAX,4 a 4.9
2018-06-24,4.4,"61 km al SUR de SALINA CRUZ, OAX",2018,jun,6,OAX,4 a 4.9
2018-06-24,4,"57 km al SURESTE de SALINA CRUZ, OAX",2018,jun,6,OAX,4 a 4.9
2018-06-24,4.1,"127 km al SUROESTE de TONALA, CHIS",2018,jun,6,CHIS,4 a 4.9
2018-06-24,4,"32 km al SUROESTE de PIJIJIAPAN, CHIS",2018,jun,6,CHIS,4 a 4.9
2018-06-24,4.1,"122 km al SUROESTE de MANZANILLO, COL",2018,jun,6,COL,4 a 4.9
2018-06-24,4.5,"13 km al NORESTE de VILLAFLORES, CHIS",2018,jun,6,CHIS,4 a 4.9
2018-06-24,4.1,"15 km al SURESTE de TONALA, CHIS",2018,jun,6,CHIS,4 a 4.9
2018-06-24,4.4,"148 km al SUROESTE de CD HIDALGO, CHIS",2018,jun,6,CHIS,4 a 4.9
2018-06-24,4.2,"64 km al SUR de SALINA CRUZ, OAX",2018,jun,6,OAX,4 a 4.9
2018-06-24,4.4,"11 km al NORESTE de SAN MARCOS, GRO",2018,jun,6,GRO,4 a 4.9
2018-06-24,4.3,"68 km al SURESTE de SALINA CRUZ, OAX",2018,jun,6,OAX,4 a 4.9
2018-06-24,4.3,"125 km al SUROESTE de CD HIDALGO, CHIS",2018,jun,6,CHIS,4 a 4.9
2018-06-25,4,"17 km al SUROESTE de MATIAS ROMERO, OAX",2018,jun,6,OAX,4 a 4.9
2018-06-25,4.4,"96 km al SUROESTE de PIJIJIAPAN, CHIS",2018,jun,6,CHIS,4 a 4.9
2018-06-25,4.7,"30 km al SURESTE de PUERTO ESCONDIDO, OAX",2018,jun,6,OAX,4 a 4.9
2018-06-25,4,"38 km al SUR de ATOYAC DE ALVAREZ, GRO",2018,jun,6,GRO,4 a 4.9
2018-06-25,4.2,"31 km al SURESTE de PUERTO ESCONDIDO, OAX",2018,jun,6,OAX,4 a 4.9
2018-06-25,4.3,"33 km al SURESTE de PUERTO ESCONDIDO, OAX",2018,jun,6,OAX,4 a 4.9
2018-06-25,4.1,"63 km al NORESTE de MATIAS ROMERO, OAX",2018,jun,6,OAX,4 a 4.9
2018-06-25,4.1,"43 km al SUR de MANZANILLO, COL",2018,jun,6,COL,4 a 4.9
2018-06-25,4,"26 km al SUROESTE de PINOTEPA NACIONAL, OAX",2018,jun,6,OAX,4 a 4.9
2018-06-25,4,"157 km al SUROESTE de CD HIDALGO, CHIS",2018,jun,6,CHIS,4 a 4.9
2018-06-26,4.2,"90 km al SURESTE de SALINA CRUZ, OAX",2018,jun,6,OAX,4 a 4.9
2018-06-26,4,"138 km al SURESTE de SALINA CRUZ, OAX",2018,jun,6,OAX,4 a 4.9
2018-06-26,4,"125 km al SURESTE de SALINA CRUZ, OAX",2018,jun,6,OAX,4 a 4.9
2018-06-26,5.2,"62 km al SUROESTE de TONALA, CHIS",2018,jun,6,CHIS,5 a 5.9
2018-06-26,4,"52 km al NORESTE de LAS GUACAMAYAS, MICH",2018,jun,6,MICH,4 a 4.9
2018-06-26,4.1,"80 km al NORTE de SANTA ROSALIA, BCS",2018,jun,6,BCS,4 a 4.9
2018-06-26,4.1,"128 km al SUROESTE de TONALA, CHIS",2018,jun,6,CHIS,4 a 4.9
2018-06-26,4.1,"59 km al NORESTE de UNION HIDALGO, OAX",2018,jun,6,OAX,4 a 4.9
2018-06-27,4,"98 km al SURESTE de SALINA CRUZ, OAX",2018,jun,6,OAX,4 a 4.9
2018-06-27,4.2,"99 km al SURESTE de SAN FELIPE, BC",2018,jun,6,BC,4 a 4.9
2018-06-27,4.1,"22 km al ESTE de RIO GRANDE, OAX",2018,jun,6,OAX,4 a 4.9
2018-06-27,4.1,"90 km al SUROESTE de PUERTO PEÑASCO, SON",2018,jun,6,SON,4 a 4.9
2018-06-27,4.5,"89 km al SUROESTE de PUERTO PEÑASCO, SON",2018,jun,6,SON,4 a 4.9
2018-06-27,4,"5 km al NORESTE de CD IXTEPEC, OAX",2018,jun,6,OAX,4 a 4.9
2018-06-27,4,"18 km al NORESTE de PINOTEPA NACIONAL, OAX",2018,jun,6,OAX,4 a 4.9
2018-06-27,4,"17 km al SUR de SALINA CRUZ, OAX",2018,jun,6,OAX,4 a 4.9
2018-06-27,4.1,"125 km al SUROESTE de TONALA, CHIS",2018,jun,6,CHIS,4 a 4.9
2018-06-27,4,"86 km al SUR de SALINA CRUZ, OAX",2018,jun,6,OAX,4 a 4.9
2018-06-27,4.1,"33 km al ESTE de MATIAS ROMERO, OAX",2018,jun,6,OAX,4 a 4.9
2018-06-28,4,"48 km al SUROESTE de PETATLAN, GRO",2018,jun,6,GRO,4 a 4.9
2018-06-28,4,"40 km al SUR de SALINA CRUZ, OAX",2018,jun,6,OAX,4 a 4.9
2018-06-28,4.1,"16 km al NORESTE de PETATLAN, GRO",2018,jun,6,GRO,4 a 4.9
2018-06-29,4.1,"49 km al SUROESTE de ARRIAGA , CHIS",2018,jun,6,CHIS,4 a 4.9
2018-06-29,4.2,"96 km al SURESTE de SALINA CRUZ, OAX",2018,jun,6,OAX,4 a 4.9
2018-06-29,4,"13 km al SUROESTE de CD IXTEPEC, OAX",2018,jun,6,OAX,4 a 4.9
2018-06-29,5.1,"105 km al SURESTE de SALINA CRUZ, OAX",2018,jun,6,OAX,5 a 5.9
2018-06-29,4.3,"45 km al SUR de TONALA, CHIS",2018,jun,6,CHIS,4 a 4.9
2018-06-29,4,"27 km al SURESTE de SALINA CRUZ, OAX",2018,jun,6,OAX,4 a 4.9
2018-06-29,4,"82 km al SUROESTE de PINOTEPA NACIONAL, OAX",2018,jun,6,OAX,4 a 4.9
2018-06-29,4,"140 km al SUROESTE de TONALA, CHIS",2018,jun,6,CHIS,4 a 4.9
2018-06-29,5.9,"84 km al SUROESTE de CIHUATLAN, JAL",2018,jun,6,JAL,5 a 5.9
2018-06-29,4,"88 km al SUROESTE de CIHUATLAN, JAL",2018,jun,6,JAL,4 a 4.9
2018-06-30,4.4,"235 km al NORESTE de GUTIERREZ ZAMORA, VER",2018,jun,6,VER,4 a 4.9
2018-06-30,4,"132 km al SUROESTE de TONALA, CHIS",2018,jun,6,CHIS,4 a 4.9
2018-06-30,4.1,"79 km al NORESTE de LORETO, BCS",2018,jun,6,BCS,4 a 4.9
2018-06-30,4.1,"73 km al SUR de SALINA CRUZ, OAX",2018,jun,6,OAX,4 a 4.9
2018-06-30,4.4,"90 km al NORESTE de LORETO, BCS",2018,jun,6,BCS,4 a 4.9
2018-06-30,4,"106 km al SURESTE de SALINA CRUZ, OAX",2018,jun,6,OAX,4 a 4.9
2018-06-30,4.2,"26 km al OESTE de PINOTEPA NACIONAL, OAX",2018,jun,6,OAX,4 a 4.9
2018-06-30,4.1,"96 km al SURESTE de SALINA CRUZ, OAX",2018,jun,6,OAX,4 a 4.9
2018-07-01,4.8,"75 km al OESTE de CIHUATLAN, JAL",2018,jul,7,JAL,4 a 4.9
2018-07-01,4,"98 km al SURESTE de SALINA CRUZ, OAX",2018,jul,7,OAX,4 a 4.9
2018-07-01,4,"63 km al SUROESTE de OMETEPEC, GRO",2018,jul,7,GRO,4 a 4.9
2018-07-01,4.2,"26 km al SUROESTE de PINOTEPA NACIONAL, OAX",2018,jul,7,OAX,4 a 4.9
2018-07-01,4,"140 km al SUROESTE de TONALA, CHIS",2018,jul,7,CHIS,4 a 4.9
2018-07-01,4.2,"131 km al SUROESTE de TONALA, CHIS",2018,jul,7,CHIS,4 a 4.9
2018-07-01,4,"11 km al NOROESTE de CD IXTEPEC, OAX",2018,jul,7,OAX,4 a 4.9
2018-07-01,4.1,"32 km al NOROESTE de CINTALAPA, CHIS",2018,jul,7,CHIS,4 a 4.9
2018-07-01,4.1,"91 km al SUROESTE de PINOTEPA NACIONAL, OAX",2018,jul,7,OAX,4 a 4.9
2018-07-02,4,"67 km al SURESTE de SALINA CRUZ, OAX",2018,jul,7,OAX,4 a 4.9
2018-07-02,4.2,"36 km al NORESTE de UNION HIDALGO, OAX",2018,jul,7,OAX,4 a 4.9
2018-07-02,4.5,"70 km al SURESTE de SAN MARCOS, GRO",2018,jul,7,GRO,4 a 4.9
2018-07-02,4.3,"56 km al NORTE de FRONTERA, TAB",2018,jul,7,TAB,4 a 4.9
2018-07-02,4.5,"130 km al SUROESTE de RIO GRANDE, OAX",2018,jul,7,OAX,4 a 4.9
2018-07-02,4.3,"27 km al NOROESTE de TEHUANTEPEC, OAX",2018,jul,7,OAX,4 a 4.9
2018-07-02,4,"25 km al NOROESTE de S PEDRO POCHUTLA, OAX",2018,jul,7,OAX,4 a 4.9
2018-07-02,4.2,"36 km al NOROESTE de TEHUANTEPEC, OAX",2018,jul,7,OAX,4 a 4.9
2018-07-03,4,"160 km al SUROESTE de CD HIDALGO, CHIS",2018,jul,7,CHIS,4 a 4.9
2018-07-03,4.2,"35 km al SURESTE de PUERTO ESCONDIDO, OAX",2018,jul,7,OAX,4 a 4.9
2018-07-03,4,"72 km al SURESTE de SALINA CRUZ, OAX",2018,jul,7,OAX,4 a 4.9
2018-07-03,4,"30 km al SURESTE de PUERTO ESCONDIDO, OAX",2018,jul,7,OAX,4 a 4.9
2018-07-03,4,"110 km al SUROESTE de TONALA, CHIS",2018,jul,7,CHIS,4 a 4.9
2018-07-03,4.2,"11 km al SUROESTE de COYUCA DE BENITEZ, GRO",2018,jul,7,GRO,4 a 4.9
2018-07-03,4.2,"14 km al NOROESTE de MAPASTEPEC, CHIS",2018,jul,7,CHIS,4 a 4.9
2018-07-03,4,"21 km al OESTE de PINOTEPA NACIONAL, OAX",2018,jul,7,OAX,4 a 4.9
2018-07-04,4,"117 km al SURESTE de SALINA CRUZ, OAX",2018,jul,7,OAX,4 a 4.9
2018-07-04,4,"12 km al SUROESTE de CD IXTEPEC, OAX",2018,jul,7,OAX,4 a 4.9
2018-07-04,4,"7 km al SUROESTE de PINOTEPA NACIONAL, OAX",2018,jul,7,OAX,4 a 4.9
2018-07-04,4,"127 km al SUROESTE de PIJIJIAPAN, CHIS",2018,jul,7,CHIS,4 a 4.9
2018-07-04,4.1,"91 km al NOROESTE de CIHUATLAN, JAL",2018,jul,7,JAL,4 a 4.9
2018-07-04,4.4,"33 km al OESTE de S PEDRO POCHUTLA, OAX",2018,jul,7,OAX,4 a 4.9
2018-07-04,4,"19 km al OESTE de CD HIDALGO, CHIS",2018,jul,7,CHIS,4 a 4.9
2018-07-04,4,"85 km al SURESTE de CRUCECITA, OAX",2018,jul,7,OAX,4 a 4.9
2018-07-05,4,"47 km al SURESTE de SALINA CRUZ, OAX",2018,jul,7,OAX,4 a 4.9
2018-07-05,4.4,"90 km al SUROESTE de PINOTEPA NACIONAL, OAX",2018,jul,7,OAX,4 a 4.9
2018-07-05,4.2,"93 km al SURESTE de SALINA CRUZ, OAX",2018,jul,7,OAX,4 a 4.9
2018-07-05,4.1,"14 km al ESTE de S PEDRO POCHUTLA, OAX",2018,jul,7,OAX,4 a 4.9
2018-07-05,4,"16 km al SURESTE de CINTALAPA, CHIS",2018,jul,7,CHIS,4 a 4.9
2018-07-05,4,"131 km al SUROESTE de TONALA, CHIS",2018,jul,7,CHIS,4 a 4.9
2018-07-05,4.4,"59 km al SUR de CD HIDALGO, CHIS",2018,jul,7,CHIS,4 a 4.9
2018-07-05,4,"28 km al NOROESTE de RIO GRANDE, OAX",2018,jul,7,OAX,4 a 4.9
2018-07-05,4.4,"74 km al SURESTE de SALINA CRUZ, OAX",2018,jul,7,OAX,4 a 4.9
2018-07-06,4,"33 km al NORESTE de UNION HIDALGO, OAX",2018,jul,7,OAX,4 a 4.9
2018-07-06,4,"42 km al NOROESTE de CRUCECITA, OAX",2018,jul,7,OAX,4 a 4.9
2018-07-06,4,"7 km al OESTE de JUCHITAN DE ZARAGOZA, OAX",2018,jul,7,OAX,4 a 4.9
